lat,lon,stopId,tag,title
37.7216,-122.40122,16361,6361,San Bruno Ave & Mansell St
37.7190499,-122.4004899,16369,6369,San Bruno Ave & Ward St
37.71672,-122.39993,16371,6371,San Bruno Ave & Wilde Ave
37.7147899,-122.40057,16348,6348,3800 San Bruno Ave
37.71384,-122.4021299,16366,6366,San Bruno Ave & Somerset St
37.7122099,-122.40274,13772,3772,Bayshore Blvd & Arleta Ave
37.7111399,-122.40378,13783,3783,Bayshore Blvd & Leland Ave
37.7105699,-122.4044899,16847,6847,Visitacion Ave & Bayshore Blvd
37.71149,-122.40779,16850,6850,Visitacion Ave & Rutland St
37.7122499,-122.4104999,16854,6854,Visitacion Ave & Schwerin St
37.7127699,-122.4123699,16845,6845,Visitacion Ave & Britton St
37.71328,-122.41424,16852,6852,Visitacion Ave & Sawyer St
37.7133,-122.4154899,17026,7026,Hahn St & Visitacion Ave
37.71203,-122.4160499,14938,4938,Hahn St & Sunnydale Ave
37.7124199,-122.41818,16577,6577,Sunnydale Ave & Santos St
37.7117,-122.4188599,16339,6339,Santos St & Brookdale Ave
37.71003,-122.4194299,16346,6346,Santos St & Velasco Ave
37.70848,-122.42035,14900,4900,Geneva Ave & Santos St
37.7093099,-122.42322,17300,7300,Geneva Ave & Carter St
37.71108,-122.42627,14798,4798,1721 Geneva Ave
37.71187,-122.42819,14795,4795,1650 Geneva Ave
37.71283,-122.4318,14894,4894,Geneva Ave & Prague St
37.7133299,-122.4339599,14889,4889,Geneva Ave & Moscow St
37.71425,-122.43604,14890,4890,Geneva Ave & Naples St
37.7151399,-122.4380299,14884,4884,Geneva Ave & Madrid St
37.7157099,-122.4392999,14892,4892,Geneva Ave & Paris St
37.7164699,-122.4408699,14886,4886,Geneva Ave & Mission St
37.7189299,-122.4435499,14810,4810,Geneva Ave & Cayuga Ave
37.7207999,-122.4467399,14803,4803,Balboa Park BART Station
37.7221199,-122.4499799,14881,4881,Geneva Ave & Howth St
37.7236299,-122.45267,135926,35926,City College Terminal
37.7236299,-122.45267,15926,5926,City College Terminal
37.7219799,-122.4500699,14882,4882,Geneva Ave & Howth St
37.7209499,-122.4473799,14805,4805,Balboa Park BART Station
37.71872,-122.44355,14811,4811,Geneva Ave & Cayuga Ave
37.7164199,-122.44101,17671,7671,Geneva Ave & Mission St
37.71568,-122.43961,14893,4893,Geneva Ave & Paris St
37.7147699,-122.4375899,14883,4883,Geneva Ave & Madrid St
37.71403,-122.43596,14891,4891,Geneva Ave & Naples St
37.7129499,-122.4330299,14888,4888,Geneva Ave & Munich St
37.7117399,-122.4282899,14796,4796,1650 Geneva Ave
37.71072,-122.42576,14799,4799,1701 Geneva Ave
37.7090799,-122.4230999,17304,7304,Geneva Ave & Carter
37.7086399,-122.41987,16343,6343,Santos St & Geneva Ave
37.7098699,-122.4193,16345,6345,Santos St & Velasco Ave
37.7118599,-122.41868,16340,6340,Santos St & Brookdale Ave
37.7122299,-122.4175399,16578,6578,Sunnydale Ave & Santos St
37.7120099,-122.4159,14937,4937,Hahn St & Sunnydale Ave
37.7132399,-122.4145299,16853,6853,Visitacion Ave & Sawyer St
37.7127299,-122.4126299,16846,6846,Visitacion Ave & Britton St
37.7121899,-122.4107799,16855,6855,Visitacion Ave & Schwerin St
37.7117,-122.40896,16848,6848,Visitacion Ave & Cora St
37.7114399,-122.4080699,16851,6851,Visitacion Ave & Rutland St
37.7106199,-122.40389,13793,3793,Bayshore Blvd & Visitacion Ave
37.7122899,-122.40242,16352,6352,San Bruno Ave & Arleta Ave
37.7134,-122.40199,17191,7191,San Bruno Ave & Somerset St
37.71467,-122.4004599,16350,6350,3801 San Bruno Ave
37.7180399,-122.4001099,17899,7899,San Bruno Ave & Harkness Ave
37.72148,-122.40095,16360,6360,San Bruno Ave & Mansell St
37.72418,-122.4021,16362,6362,San Bruno Ave & Paul Ave
37.7263699,-122.4030099,16373,6373,San Bruno Ave & Wayland St
37.72797,-122.40367,16355,6355,San Bruno Ave & Bacon St
37.73026,-122.40462,16367,6367,San Bruno Ave & Thornton Ave
37.7323799,-122.40552,16364,6364,San Bruno Ave & Silver Ave
37.7761599,-122.40223,13725,3725,Bryant St & 6th St
37.7779499,-122.39995,13724,3724,Bryant St & 5th St
37.77947,-122.3980699,13723,3723,Bryant St & 4th St
37.78165,-122.3962,13144,3144,3rd St & Bryant St
37.7841999,-122.3993299,13124,3124,3rd St & Folsom St
37.7849499,-122.4002499,13128,3128,3rd St & Howard St
37.7863699,-122.4021099,13136,3136,3rd St & Mission St
37.7880499,-122.4034599,14821,4821,Kearny St & Geary St
37.78975,-122.40372,14826,4826,Kearny St & Sutter St
37.791,-122.40398,14818,4818,Kearny St & Bush St
37.79288,-122.40436,14819,4819,Kearny St & California St
37.7946999,-122.4047399,14820,4820,Kearny St & Clay St
37.79613,-122.40503,14822,4822,Kearny St & Jackson St
37.79732,-122.40574,14111,4111,Columbus Ave & Kearny St
37.79812,-122.4069,14101,4101,Columbus Ave & Broadway
37.79939,-122.40872,14108,4108,Columbus Ave & Green St
37.8004999,-122.4103599,14119,4119,Columbus Ave & Union St
37.80295,-122.41127,16060,6060,Powell St & Lombard St
37.8048099,-122.4116499,16056,6056,Powell St & Francisco St
37.80574,-122.41183,16045,6045,Powell St & Bay St
37.80609,-122.4091599,13031,3031,Bay St & Midway St
37.8071799,-122.40721,134823,34823,Kearny St & North Point St
37.7973299,-122.40527,14824,4824,Kearny St & Pacific Ave
37.7978499,-122.40734,17185,7185,Broadway & Grant Ave
37.7971899,-122.4085999,16521,6521,Stockton St & Pacific Ave
37.7951199,-122.4082399,16526,6526,Stockton St & Washington St
37.7934299,-122.4078599,16522,6522,Stockton St & Sacramento St
37.7894899,-122.40706,16524,6524,Stockton St & Sutter St
37.7878,-122.40675,16516,6516,Stockton St & Geary St
37.78553,-122.40567,13161,3161,4th St & Market St
37.78426,-122.40412,13160,3160,4th St & Mission St OB
37.7830399,-122.4025499,13159,3159,4th St & Howard St
37.7817999,-122.4010099,13158,3158,4th St & Folsom St
37.7806699,-122.39991,14968,4968,Harrison St & 4th St
37.7789099,-122.40214,14969,4969,Harrison St & 5th St
37.7771499,-122.40436,14970,4970,Harrison St & 6th St
37.72991,-122.40463,17900,7900,San Bruno Ave & Felton St
37.72752,-122.40365,16357,6357,San Bruno Ave & Bacon St
37.7240799,-122.4021999,16358,6358,San Bruno Ave & Dwight St
37.7216,-122.40122,16361,6361,San Bruno Ave & Mansell St
37.7190499,-122.4004899,16369,6369,San Bruno Ave & Ward St
37.71672,-122.39993,16371,6371,San Bruno Ave & Wilde Ave
37.7147899,-122.40057,16348,6348,3800 San Bruno Ave
37.71384,-122.4021299,16366,6366,San Bruno Ave & Somerset St
37.7122099,-122.40274,13772,3772,Bayshore Blvd & Arleta Ave
37.7062999,-122.41308,137522,37522,Geneva St. & Schwerin St.
37.7062999,-122.41308,17522,7522,Geneva St. & Schwerin St.
37.71229,-122.40242,16352,6352,San Bruno Ave & Arleta Ave
37.7133999,-122.40199,17191,7191,San Bruno Ave & Somerset St
37.71467,-122.4004599,16350,6350,3801 San Bruno Ave
37.7180399,-122.4001099,17899,7899,San Bruno Ave & Harkness Ave
37.72148,-122.40095,16360,6360,San Bruno Ave & Mansell St
37.72418,-122.4021,16362,6362,San Bruno Ave & Paul Ave
37.7263699,-122.4030099,16373,6373,San Bruno Ave & Wayland St
37.7279699,-122.4036699,16355,6355,San Bruno Ave & Bacon St
37.7302599,-122.4046199,16367,6367,San Bruno Ave & Thornton Ave
37.7323799,-122.40552,16364,6364,San Bruno Ave & Silver Ave
37.77616,-122.4022299,13725,3725,Bryant St & 6th St
37.7779499,-122.39995,13724,3724,Bryant St & 5th St
37.7794699,-122.39807,13723,3723,Bryant St & 4th St
37.7816499,-122.3961999,13144,3144,3rd St & Bryant St
37.7841999,-122.3993299,13124,3124,3rd St & Folsom St
37.78495,-122.40025,13128,3128,3rd St & Howard St
37.78637,-122.40211,13136,3136,3rd St & Mission St
37.78805,-122.40346,14821,4821,Kearny St & Geary St
37.7897499,-122.4037199,14826,4826,Kearny St & Sutter St
37.791,-122.40398,14818,4818,Kearny St & Bush St
37.7928799,-122.4043599,14819,4819,Kearny St & California St
37.7947,-122.40474,14820,4820,Kearny St & Clay St
37.7961299,-122.4050299,14822,4822,Kearny St & Jackson St
37.7973299,-122.40527,134824,34824,Kearny St & Pacific Ave
37.8071799,-122.40721,14823,4823,Kearny St & North Point St
37.80735,-122.4078999,15462,5462,North Point St & Kearny St
37.80704,-122.4103799,15470,5470,North Point St & Stockton St
37.8064999,-122.4121799,16066,6066,Powell St & North Point St
37.80496,-122.41188,16055,6055,Powell St & Francisco St
37.80277,-122.41143,16061,6061,Powell St & Lombard St
37.8012299,-122.4111199,16054,6054,Powell St & Filbert St
37.8003799,-122.4105,14120,4120,Columbus Ave & Union St
37.7992799,-122.4090499,16513,6513,Stockton St & Columbus Ave
37.7971899,-122.4085999,16521,6521,Stockton St & Pacific Ave
37.7951199,-122.4082399,16526,6526,Stockton St & Washington St
37.7934299,-122.4078599,16522,6522,Stockton St & Sacramento St
37.7894899,-122.40706,16524,6524,Stockton St & Sutter St
37.7878,-122.40675,16516,6516,Stockton St & Geary St
37.78553,-122.40567,13161,3161,4th St & Market St
37.78426,-122.40412,13160,3160,4th St & Mission St OB
37.7830399,-122.4025499,13159,3159,4th St & Howard St
37.7817999,-122.4010099,13158,3158,4th St & Folsom St
37.7806699,-122.39991,14968,4968,Harrison St & 4th St
37.7789099,-122.40214,14969,4969,Harrison St & 5th St
37.7771499,-122.40436,14970,4970,Harrison St & 6th St
37.7122099,-122.40274,13772,3772,Bayshore Blvd & Arleta Ave
37.7111399,-122.40378,13783,3783,Bayshore Blvd & Leland Ave
37.7105699,-122.4044899,16847,6847,Visitacion Ave & Bayshore Blvd
37.7114899,-122.4077899,16850,6850,Visitacion Ave & Rutland St
37.7122499,-122.4104999,16854,6854,Visitacion Ave & Schwerin St
37.7127699,-122.4123699,16845,6845,Visitacion Ave & Britton St
37.71328,-122.41424,16852,6852,Visitacion Ave & Sawyer St
37.7133,-122.4154899,17026,7026,Hahn St & Visitacion Ave
37.71203,-122.4160499,14938,4938,Hahn St & Sunnydale Ave
37.7124199,-122.41818,16577,6577,Sunnydale Ave & Santos St
37.7117,-122.4188599,16339,6339,Santos St & Brookdale Ave
37.71003,-122.4194299,16346,6346,Santos St & Velasco Ave
37.70848,-122.42035,14900,4900,Geneva Ave & Santos St
37.7093099,-122.42322,17300,7300,Geneva Ave & Carter St
37.71108,-122.42627,14798,4798,1721 Geneva Ave
37.71187,-122.42819,14795,4795,1650 Geneva Ave
37.71283,-122.4318,14894,4894,Geneva Ave & Prague St
37.71333,-122.43396,14889,4889,Geneva Ave & Moscow St
37.71425,-122.43604,14890,4890,Geneva Ave & Naples St
37.7151399,-122.4380299,14884,4884,Geneva Ave & Madrid St
37.7157099,-122.4392999,14892,4892,Geneva Ave & Paris St
37.7164699,-122.44087,14886,4886,Geneva Ave & Mission St
37.71893,-122.44355,14810,4810,Geneva Ave & Cayuga Ave
37.7207999,-122.4467399,14803,4803,Balboa Park BART Station
37.7221199,-122.4499799,14881,4881,Geneva Ave & Howth St
37.7236299,-122.45267,135926,35926,City College Terminal
37.7236299,-122.45267,15926,5926,City College Terminal
37.7219799,-122.4500699,14882,4882,Geneva Ave & Howth St
37.7209499,-122.4473799,14805,4805,Balboa Park BART Station
37.71872,-122.44355,14811,4811,Geneva Ave & Cayuga Ave
37.71642,-122.44101,17671,7671,Geneva Ave & Mission St
37.7156799,-122.4396099,14893,4893,Geneva Ave & Paris St
37.7147699,-122.4375899,14883,4883,Geneva Ave & Madrid St
37.7140299,-122.4359599,14891,4891,Geneva Ave & Naples St
37.71295,-122.43303,14888,4888,Geneva Ave & Munich St
37.71174,-122.42829,14796,4796,1650 Geneva Ave
37.71072,-122.42576,14799,4799,1701 Geneva Ave
37.70908,-122.4231,17304,7304,Geneva Ave & Carter
37.7086399,-122.41987,16343,6343,Santos St & Geneva Ave
37.7098699,-122.4193,16345,6345,Santos St & Velasco Ave
37.7118599,-122.41868,16340,6340,Santos St & Brookdale Ave
37.7122299,-122.4175399,16578,6578,Sunnydale Ave & Santos St
37.71201,-122.4158999,14937,4937,Hahn St & Sunnydale Ave
37.7132399,-122.4145299,16853,6853,Visitacion Ave & Sawyer St
37.7127299,-122.4126299,16846,6846,Visitacion Ave & Britton St
37.7121899,-122.4107799,16855,6855,Visitacion Ave & Schwerin St
37.7116999,-122.4089599,16848,6848,Visitacion Ave & Cora St
37.71144,-122.40807,16851,6851,Visitacion Ave & Rutland St
37.7106199,-122.40389,13793,3793,Bayshore Blvd & Visitacion Ave
37.7122299,-122.40218,17334,7334,Bayshore Blvd & Blanken Ave
37.7761599,-122.40223,13725,3725,Bryant St & 6th St
37.77795,-122.3999499,13724,3724,Bryant St & 5th St
37.77947,-122.3980699,13723,3723,Bryant St & 4th St
37.78165,-122.3962,13144,3144,3rd St & Bryant St
37.7842,-122.39933,13124,3124,3rd St & Folsom St
37.7849499,-122.4002499,13128,3128,3rd St & Howard St
37.7863699,-122.4021099,13136,3136,3rd St & Mission St
37.7880499,-122.4034599,14821,4821,Kearny St & Geary St
37.78975,-122.40372,14826,4826,Kearny St & Sutter St
37.7909999,-122.4039799,14818,4818,Kearny St & Bush St
37.79288,-122.40436,14819,4819,Kearny St & California St
37.7946999,-122.4047399,14820,4820,Kearny St & Clay St
37.79613,-122.40503,14822,4822,Kearny St & Jackson St
37.7973199,-122.4057399,14111,4111,Columbus Ave & Kearny St
37.7981199,-122.4068999,14101,4101,Columbus Ave & Broadway
37.79939,-122.40872,14108,4108,Columbus Ave & Green St
37.8004999,-122.4103599,14119,4119,Columbus Ave & Union St
37.8029499,-122.4112699,16060,6060,Powell St & Lombard St
37.8048099,-122.4116499,16056,6056,Powell St & Francisco St
37.80574,-122.41183,16045,6045,Powell St & Bay St
37.8060899,-122.40916,13031,3031,Bay St & Midway St
37.8071799,-122.40721,134823,34823,Kearny St & North Point St
37.7944499,-122.39492,17227,7227,Market & Steuart
37.79347,-122.3961799,15669,5669,Market St & Drumm St
37.79111,-122.3990699,15657,5657,Market St & Battery St
37.7893499,-122.40131,15639,5639,Market St & 2nd St
37.7877299,-122.40337,15678,5678,Market St & Kearny St
37.7857799,-122.40586,15694,5694,Market St & Stockton St
37.7840799,-122.40799,15655,5655,Market St & 5th St North
37.7823199,-122.41023,15695,5695,Market St & Taylor St
37.78057,-122.4124399,15656,5656,Market St & 7th St North
37.77911,-122.4143799,15676,5676,Market St & Hyde St
37.7776,-122.4162399,15680,5680,Market St & Larkin St
37.7753699,-122.41857,13245,3245,11th St & Market St
37.7740399,-122.4168899,13243,3243,11th St & Mission St
37.77283,-122.41538,13241,3241,11th St & Howard St
37.77056,-122.41249,13239,3239,11th St & Harrison St
37.76934,-122.41074,14436,4436,Division St & Bryant St
37.7682699,-122.4079299,16043,6043,Potrero Ave & Alameda St
37.7656999,-122.40765,16027,6027,Potrero Ave & 16th St
37.76313,-122.40741,17911,7911,Potrero Ave & Mariposa St
37.7606099,-122.4071699,17912,7912,Potrero Ave & 19th St
37.75749,-122.4069,16034,6034,Potrero Ave & 21st St
37.75495,-122.40675,16037,6037,Potrero Ave & 23rd St
37.7529399,-122.40639,16039,6039,Potrero Ave & 24th St
37.74472,-122.4044299,13768,3768,228 Bayshore Blvd
37.7430499,-122.4054,17888,7888,Bayshore Blvd & Oakdale Ave
37.7394599,-122.40712,13779,3779,Bayshore Blvd & Cortland Ave
37.73773,-122.4069999,13771,3771,Bayshore Blvd & Alemany Blvd
37.7342499,-122.4055799,13773,3773,Bayshore Blvd & Augusta St
37.7329599,-122.4047899,13789,3789,Bayshore Blvd & Silver Ave
37.7321699,-122.40556,16365,6365,San Bruno Ave & Silver Ave
37.7299099,-122.4046299,17900,7900,San Bruno Ave & Felton St
37.7275199,-122.4036499,16357,6357,San Bruno Ave & Bacon St
37.7253099,-122.4027099,16372,6372,San Bruno Ave & Woolsey St
37.72408,-122.4022,16358,6358,San Bruno Ave & Dwight St
37.7215999,-122.4012199,16361,6361,San Bruno Ave & Mansell St
37.7190499,-122.4004899,16369,6369,San Bruno Ave & Ward St
37.71672,-122.39993,16371,6371,San Bruno Ave & Wilde Ave
37.7147899,-122.40057,16348,6348,3800 San Bruno Ave
37.71384,-122.4021299,16366,6366,San Bruno Ave & Somerset St
37.7122099,-122.40274,13772,3772,Bayshore Blvd & Arleta Ave
37.7111399,-122.40378,13783,3783,Bayshore Blvd & Leland Ave
37.7089399,-122.4051999,16569,6569,Sunnydale Ave & Bayshore Blvd
37.7093499,-122.4066899,16583,6583,Sunnydale Ave & Talbert St
37.70986,-122.40851,16576,6576,Sunnydale Ave & Rutland St
37.7102,-122.40961,16571,6571,Sunnydale Ave & Cora St
37.7103599,-122.41151,16387,6387,Schwerin St & Sunnydale Ave
37.7093099,-122.412,16382,6382,Schwerin St & Garrison Ave
37.7081299,-122.41254,16389,6389,Schwerin St & Velasco Ave
37.70653,-122.41336,16384,6384,Schwerin St & Geneva Ave
37.70714,-122.41571,17127,7127,Geneva Ave & Rio Verde St
37.7079,-122.41823,14808,4808,Geneva Ave & Castillo St
37.7083699,-122.41995,14899,4899,Geneva Ave & Santos St
37.7098699,-122.4193,16345,6345,Santos St & Velasco Ave
37.7118599,-122.41868,16340,6340,Santos St & Brookdale Ave
37.71297,-122.41995,16566,6566,1800 Sunnydale Ave
37.7134,-122.42138,16567,6567,1900 Sunnydale Ave
37.7141299,-122.42367,16574,6574,McLaren School
37.7140199,-122.42388,16575,6575,McLaren School
37.71322,-122.42115,16568,6568,1901 Sunnydale Ave
37.71279,-122.41954,16565,6565,1725 Sunnydale Ave
37.7116999,-122.4188599,16339,6339,Santos St & Brookdale Ave
37.7100299,-122.41943,16346,6346,Santos St & Velasco Ave
37.7085,-122.4200799,16344,6344,Santos St & Geneva Ave
37.7077,-122.41841,14809,4809,Geneva Ave & Castillo St
37.7069399,-122.41553,134895,34895,Geneva Ave & Rio Verde St
37.7106199,-122.40389,13793,3793,Bayshore Blvd & Visitacion Ave
37.7122899,-122.40242,16352,6352,San Bruno Ave & Arleta Ave
37.7134,-122.40199,17191,7191,San Bruno Ave & Somerset St
37.71467,-122.4004599,16350,6350,3801 San Bruno Ave
37.7180399,-122.4001099,17899,7899,San Bruno Ave & Harkness Ave
37.72148,-122.40095,16360,6360,San Bruno Ave & Mansell St
37.72418,-122.4021,16362,6362,San Bruno Ave & Paul Ave
37.7263699,-122.4030099,16373,6373,San Bruno Ave & Wayland St
37.72797,-122.40367,16355,6355,San Bruno Ave & Bacon St
37.73026,-122.40462,16367,6367,San Bruno Ave & Thornton Ave
37.7323799,-122.40552,16364,6364,San Bruno Ave & Silver Ave
37.73321,-122.40472,13788,3788,Bayshore Blvd & Silver Ave
37.73488,-122.40588,13775,3775,Bayshore Blvd & Boutwell St
37.7398599,-122.40677,13778,3778,Bayshore Blvd & Cortland Ave
37.74238,-122.4056099,17886,7886,Bayshore Blvd & Flower St
37.74462,-122.4041899,17887,7887,201 Bayshore Blvd
37.7516399,-122.40608,16040,6040,Potrero Ave & 25th St
37.7531099,-122.40634,16038,6038,Potrero Ave & 24th St
37.7554099,-122.4064699,16119,6119,SF General Hospital
37.75786,-122.40672,17908,7908,Potrero Ave & 21st St
37.7607399,-122.4070199,17909,7909,Potrero Ave & 19th St
37.76328,-122.40726,17910,7910,Potrero Ave & Mariposa St
37.7660299,-122.40747,16026,6026,Potrero Ave & 16th St
37.7673299,-122.4076199,17298,7298,Potrero Ave & 15th St
37.76981,-122.4113,13235,3235,11th St & Bryant St
37.77069,-122.41253,13238,3238,11th St & Harrison St
37.77333,-122.41573,13240,3240,11th St & Howard St
37.7754999,-122.41852,13244,3244,11th St & Market St
37.7774099,-122.41634,15652,5652,Market St & 9th St
37.77861,-122.4148299,15651,5651,Market St & 8th St
37.78036,-122.4126099,15650,5650,Market St & 7th St
37.7821,-122.4103999,15647,5647,Market St & 6th St
37.78389,-122.4081399,15645,5645,Market St & 5th St
37.7857099,-122.40585,15643,5643,Market St & 4th St
37.7875299,-122.40352,15640,5640,Market St & 3rd St
37.78861,-122.4021599,15685,5685,Market St & New Montgomery St
37.79094,-122.3991899,17264,7264,Market St & 1st St
37.79257,-122.3970199,15658,5658,Market St & Beale St
37.7936,-122.39548,16475,6475,Spear & Market St
37.7944499,-122.39492,137227,37227,Market & Steuart
37.7069399,-122.41553,14895,4895,Geneva Ave & Rio Verde St
37.7070899,-122.41293,16385,6385,Schwerin St & Macdonald Ave
37.70826,-122.4123399,16388,6388,Schwerin St & Velasco Ave
37.7090599,-122.41198,16383,6383,Schwerin St & Garrison Ave
37.71049,-122.41136,16386,6386,Schwerin St & Sunnydale Ave
37.7100099,-122.4095199,16570,6570,Sunnydale Ave & Cora St
37.7093499,-122.4069999,16584,6584,Sunnydale Ave & Talbert St
37.7088,-122.40525,17297,7297,Sunnydale Ave & Bayshore Blvd
37.7919899,-122.39503,15335,5335,Main St & Mission St
37.79111,-122.3990699,15657,5657,Market St & Battery St
37.78935,-122.4013099,15639,5639,Market St & 2nd St
37.7877299,-122.40337,15678,5678,Market St & Kearny St
37.7857799,-122.40586,15694,5694,Market St & Stockton St
37.7840799,-122.40799,15655,5655,Market St & 5th St North
37.7823199,-122.41023,15695,5695,Market St & Taylor St
37.78057,-122.4124399,15656,5656,Market St & 7th St North
37.77911,-122.4143799,15676,5676,Market St & Hyde St
37.7776,-122.4162399,15680,5680,Market St & Larkin St
37.7753699,-122.41857,13245,3245,11th St & Market St
37.7705599,-122.4124899,13239,3239,11th St & Harrison St
37.7656999,-122.40765,16027,6027,Potrero Ave & 16th St
37.7549499,-122.4067499,16037,6037,Potrero Ave & 23rd St
37.7529399,-122.40639,16039,6039,Potrero Ave & 24th St
37.74305,-122.4053999,17888,7888,Bayshore Blvd & Oakdale Ave
37.73946,-122.4071199,13779,3779,Bayshore Blvd & Cortland Ave
37.7321699,-122.40556,16365,6365,San Bruno Ave & Silver Ave
37.7275199,-122.4036499,16357,6357,San Bruno Ave & Bacon St
37.72408,-122.4022,16358,6358,San Bruno Ave & Dwight St
37.7167199,-122.3999299,16371,6371,San Bruno Ave & Wilde Ave
37.7122099,-122.40274,13772,3772,Bayshore Blvd & Arleta Ave
37.7111399,-122.40378,13783,3783,Bayshore Blvd & Leland Ave
37.7089399,-122.4051999,16569,6569,Sunnydale Ave & Bayshore Blvd
37.7093499,-122.4066899,16583,6583,Sunnydale Ave & Talbert St
37.70986,-122.40851,16576,6576,Sunnydale Ave & Rutland St
37.7102,-122.40961,16571,6571,Sunnydale Ave & Cora St
37.7103599,-122.41151,16387,6387,Schwerin St & Sunnydale Ave
37.7093099,-122.412,16382,6382,Schwerin St & Garrison Ave
37.7081299,-122.41254,16389,6389,Schwerin St & Velasco Ave
37.70653,-122.41336,16384,6384,Schwerin St & Geneva Ave
37.70714,-122.41571,17127,7127,Geneva Ave & Rio Verde St
37.7079,-122.41823,14808,4808,Geneva Ave & Castillo St
37.7083699,-122.41995,14899,4899,Geneva Ave & Santos St
37.7098699,-122.4193,16345,6345,Santos St & Velasco Ave
37.7118599,-122.41868,16340,6340,Santos St & Brookdale Ave
37.71297,-122.41995,16566,6566,1800 Sunnydale Ave
37.7134,-122.42138,16567,6567,1900 Sunnydale Ave
37.7141299,-122.42367,16574,6574,McLaren School
37.7140199,-122.42388,16575,6575,McLaren School
37.71322,-122.42115,16568,6568,1901 Sunnydale Ave
37.71279,-122.41954,16565,6565,1725 Sunnydale Ave
37.7116999,-122.4188599,16339,6339,Santos St & Brookdale Ave
37.7100299,-122.41943,16346,6346,Santos St & Velasco Ave
37.7085,-122.4200799,16344,6344,Santos St & Geneva Ave
37.7077,-122.41841,14809,4809,Geneva Ave & Castillo St
37.7069399,-122.41553,134895,34895,Geneva Ave & Rio Verde St
37.7140199,-122.42388,136575,36575,McLaren School
37.7140199,-122.42388,116575,16575,McLaren School
37.71322,-122.42115,116568,16568,1901 Sunnydale Ave
37.71279,-122.41954,116565,16565,1725 Sunnydale Ave
37.7116999,-122.4188599,116339,16339,Santos St & Brookdale Ave
37.7100299,-122.41943,116346,16346,Santos St & Velasco Ave
37.7085,-122.4200799,116344,16344,Santos St & Geneva Ave
37.7077,-122.41841,114809,14809,Geneva Ave & Castillo St
37.7069399,-122.41553,14895,4895,Geneva Ave & Rio Verde St
37.7070899,-122.41293,16385,6385,Schwerin St & Macdonald Ave
37.70826,-122.4123399,16388,6388,Schwerin St & Velasco Ave
37.7090599,-122.41198,16383,6383,Schwerin St & Garrison Ave
37.71049,-122.41136,16386,6386,Schwerin St & Sunnydale Ave
37.7100099,-122.4095199,16570,6570,Sunnydale Ave & Cora St
37.7093499,-122.4069999,16584,6584,Sunnydale Ave & Talbert St
37.7088,-122.40525,17297,7297,Sunnydale Ave & Bayshore Blvd
37.7106199,-122.40389,13793,3793,Bayshore Blvd & Visitacion Ave
37.7122899,-122.40242,16352,6352,San Bruno Ave & Arleta Ave
37.7180399,-122.4001099,17899,7899,San Bruno Ave & Harkness Ave
37.72418,-122.4021,16362,6362,San Bruno Ave & Paul Ave
37.72797,-122.40367,16355,6355,San Bruno Ave & Bacon St
37.7323799,-122.40552,16364,6364,San Bruno Ave & Silver Ave
37.73986,-122.4067699,13778,3778,Bayshore Blvd & Cortland Ave
37.7423799,-122.40561,17886,7886,Bayshore Blvd & Flower St
37.7531099,-122.40634,16038,6038,Potrero Ave & 24th St
37.7554099,-122.4064699,16119,6119,SF General Hospital
37.7660299,-122.40747,16026,6026,Potrero Ave & 16th St
37.77069,-122.41253,13238,3238,11th St & Harrison St
37.7754999,-122.41852,13244,3244,11th St & Market St
37.7774099,-122.41634,15652,5652,Market St & 9th St
37.77861,-122.4148299,15651,5651,Market St & 8th St
37.78036,-122.4126099,15650,5650,Market St & 7th St
37.7821,-122.4103999,15647,5647,Market St & 6th St
37.78389,-122.4081399,15645,5645,Market St & 5th St
37.7857099,-122.40585,15643,5643,Market St & 4th St
37.7875299,-122.40352,15640,5640,Market St & 3rd St
37.78861,-122.4021599,15685,5685,Market St & New Montgomery St
37.79094,-122.3991899,17264,7264,Market St & 1st St
37.79257,-122.3970199,15658,5658,Market St & Beale St
37.7936,-122.39548,16475,6475,Spear & Market St
37.7919899,-122.39503,135335,35335,Main St & Mission St
37.7925299,-122.43468,15147,5147,Jackson St & Fillmore St
37.79235,-122.4361099,15162,5162,Jackson St & Steiner St
37.79145,-122.43613,16494,6494,Steiner St & Washington St
37.7914999,-122.43448,16916,6916,Washington St & Fillmore St
37.7917199,-122.43284,16931,6931,Washington St & Webster St
37.7919199,-122.43119,16915,6915,Washington St & Buchanan St
37.7921799,-122.42912,16923,6923,Washington St & Laguna St
37.79255,-122.4262499,16918,6918,Washington St & Gough St
37.79276,-122.4246099,16917,6917,Washington St & Franklin St
37.79418,-122.423,16813,6813,Van Ness Ave & Jackson St
37.79478,-122.4228999,15859,5859,Pacific Ave & Van Ness Ave
37.795,-122.42125,15851,5851,Pacific Ave & Polk St
37.79515,-122.4200299,15844,5844,Pacific Ave & Larkin St
37.7953799,-122.41839,15839,5839,Pacific Ave & Hyde St
37.7955899,-122.41674,15846,5846,Pacific Ave & Leavenworth St
37.79579,-122.4150999,15841,5841,Pacific Ave & Jones St
37.796,-122.4134599,15857,5857,Pacific Ave & Taylor St
37.79621,-122.4118099,15848,5848,Pacific Ave & Mason St
37.7964099,-122.41017,15853,5853,Pacific Ave & Powell St
37.7975899,-122.40829,13087,3087,Broadway & Stockton St
37.7978299,-122.40634,13082,3082,Broadway & Columbus Ave
37.7981299,-122.40396,13084,3084,Broadway & Montgomery St
